acc                                                         
time,z_acceleration @ 7661001,z_acceleration @ 7661002,z_acceleration @ 7661003,z_acceleration @ 7661004,
    5.3200000525e-01,    5.0283530273e+03,    4.9392353516e+03,    1.8632693481e+02,    2.1447962952e+02,
    5.3399997950e-01,    4.6989741211e+03,    4.6410708008e+03,    1.8157753906e+03,    1.8399246826e+03,
    5.3700000048e-01,    3.7010034180e+03,    3.6803591309e+03,    2.8302851562e+03,    2.8486599121e+03,
    5.3899997473e-01,    1.8860863037e+03,    1.9083675537e+03,    3.0231979980e+03,    3.0320717773e+03,
    5.4199999571e-01,   -4.3226583862e+02,   -3.6159216309e+02,    2.5266269531e+03,    2.5161396484e+03,
    5.4400002956e-01,   -1.8014935303e+03,   -1.6912034912e+03,    1.8324910889e+03,    1.7897945557e+03,
    5.4699999094e-01,   -1.0136477661e+03,   -8.8802899170e+02,    1.3361190186e+03,    1.2501552734e+03,
    5.4900002480e-01,    1.3035777588e+03,    1.4205228271e+03,    1.1717912598e+03,    1.0455892334e+03,
    5.5199998617e-01,    3.7552971191e+03,    3.8437070312e+03,    1.1516146240e+03,    1.0068175659e+03,
    5.5400002003e-01,    5.1693911133e+03,    5.2180122070e+03,    9.2592156982e+02,    7.9216107178e+02,
    5.5699998140e-01,    5.0039599609e+03,    5.0064223633e+03,    2.3354661560e+02,    1.4289289856e+02,
    5.5900001526e-01,    3.4911926270e+03,    3.4533527832e+03,   -7.9200604248e+02,   -8.2382519531e+02,
    5.6199997663e-01,    9.8957971191e+02,    9.3203057861e+02,   -1.7353817139e+03,   -1.7106315918e+03,
    5.6400001049e-01,   -1.6560954590e+03,   -1.7083178711e+03,   -2.1992441406e+03,   -2.1366892090e+03,
    5.6699997187e-01,   -3.3977729492e+03,   -3.4221418457e+03,   -1.9697497559e+03,   -1.9024178467e+03,
    5.6900000572e-01,   -3.8418398438e+03,   -3.8287939453e+03,   -1.2163287354e+03,   -1.1728269043e+03,
    5.7200002670e-01,   -3.1232990723e+03,   -3.0737758789e+03,   -1.8740122986e+02,   -1.8645556641e+02,
    5.7400000095e-01,   -2.0915151367e+03,   -2.0160662842e+03,    7.6802740479e+02,    7.2941607666e+02,
    5.7700002193e-01,   -1.3559135742e+03,   -1.2762387695e+03,    1.3384407959e+03,    1.2833565674e+03,
    5.7899999619e-01,   -1.0143733521e+03,   -9.5476989746e+02,    1.4755197754e+03,    1.4329533691e+03,
    5.8200001717e-01,   -8.5734423828e+02,   -8.4360644531e+02,    1.2026899414e+03,    1.2019121094e+03,
